"","id","realtime_start","realtime_end","title","observation_start","observation_end","frequency","frequency_short","units","units_short","seasonal_adjustment","seasonal_adjustment_short","last_updated","popularity","group_popularity","notes"
"110","EXPINF7YR","2023-12-17","2023-12-17","7-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:09-06",14,14,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"111","EXPINF25YR","2023-12-17","2023-12-17","25-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:09-06",14,14,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"112","CROASTIER1","2023-12-17","2023-12-17","AD&Co US Mortgage High Yield Index, Credit-and-Option-Adjusted Spread: Tier 1","2015-06-01","2023-11-01","Monthly","M","Index","Index","Not Seasonally Adjusted","NSA","2023-12-06 20:16:03-06",14,14,"The AD&Co US Mortgage High Yield Index crOAS, credit-and-option-adjusted spread, is an extension of the traditional OAS measure. On a set of 20 standardized, probabilistically weighted, market-and-model stress scenarios, AD&Co computes a discount rate that equates expected present value of tranche's cash flows to the observed market price; the cash flows are loss-adjusted using AD&Co's LoanDynamics Model (LDM).

Investors and fund managers can use the index to assess the broad market returns, risks and opportunities available through investing in a market-weighted, passive portfolio of US mortgage credit risk transfer instruments. The Index also provides a means of comparing the returns of an actively managed portfolio against a passive, naive market portfolio as approximated by the Index. The Mid-Tier and its sub-indices allow for approximations of performance comparisons by vintage or age, across the capital stack, and by initial credit risk level and/or vintage as indicated by original attachment point.

Until February of 2022, AD&Co has been computing crOAS relative to the Libor-swap rate curve that is set to retire in 2023. Following the prevailing market trend and starting from its February-end report, AD&Co began computing the crOAS metric relative to the Treasury-curve benchmark. Given the differences between the two rate curves, this change should account for approximately 6 to 12 bps widening in spread for the AD&Co CRT Indices.

<b>Disclaimer:</b> The AD&Co U.S. Mortgage High-Yield Index serves as an informational index and is not for commercial-use purposes. The Index's accuracy, completeness, timeliness and suitability for any purpose are not guaranteed. The Index does not constitute (1) investment, legal, accounting, tax, or other professional advice or (2) any recommendation or solicitation to purchase, hold, sell, or otherwise deal in any investment. This Index has been prepared for general informational purposes, without consideration of the circumstances or objectives of any particular investor. Any reliance on the Index is at the reader's sole risk. All investment is subject to numerous risks, known and unknown. Past performance is no guarantee of future results. For investment advice, seek a qualified investment professional. Not for redistribution without permission. Note: An affiliate of Andrew Davidson & Co., Inc. engages in trading activities in investments that may be the same or similar to those featured in the Index.

<b>Index Inclusion Rules</b>
Only cash CAS and STACR bonds offered to the public, whether they are exchangeable or not, that have or have had IDC prices.
Bond factor > = .25
Floating rate bonds only. 
Collateral Types 30 Year Residential. 
Fixed Rate: STACR-DN, DNA, HQ, HQA, HRP, CAS – C0
Tranche names – B, B1, B2, M3, M2, M1
Normally listed on GSE websites: <a href='https://crt.freddiemac.com/offerings/stacr.aspx#issuance-details'>Freddie Mac</a>, <a href='http://www.fanniemae.com/portal/funding-the-market/credit-risk/transactions.html'>Fannie Mae</a> 
No private placements
No Child Classes (Exchangeable into) or Retained Classes (H bonds)
No CIRT, ACIS, SPI
Original attachment points and CAS STACR 

 <table style='width:50%'><tr><th>Tier</th><th>Attachment Points</th><th>CAS STACR Class</th></tr><tr><td>0</td><td>> = 0.00 < .25</td><td>STACR Class B, B2; CAS Class B</td></tr><tr><td>1</td><td>> = 0.25 < .95</td><td>STACR Class B1, Old M3; CAS Class B1</td></tr><tr><td>2</td><td>> = 0.95 < 1.75</td><td>STACR Class M3, M2; CAS Class M2</td></tr><tr><td>3</td><td>> = 1.75 < 3.75</td><td>STACR Class M2, M1; CAS Class M1</td></tr><tr><td>Mid</td><td>> = 0.25 < 3.75</td><td>STACR Class Mixed; CAS Class Mixed</td></tr></table>

Input data provided by Intex and ICE Data Services.

© Andrew Davidson & Co., Inc. All rights reserved."
"113","H1RIFLGFY10PNM","2023-12-17","2023-12-17","Composite Yield on U.S. Treasury Bonds with Maturity over 10 Years (DISCONTINUED)","1925-01-01","2000-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2022-06-03 16:10:12-05",14,34,"Averages of daily figures.

The Federal Reserve Board has discontinued this series. For more information see the H.15 Statistical Release (https://www.federalreserve.gov/releases/h15/default.htm)."
"114","LTGOVTBD","2023-12-17","2023-12-17","Long-Term U.S. Government Securities (DISCONTINUED)","1925-01-01","2000-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2006-06-07 15:42:57-05",13,13,"Unweighted average on all outstanding bonds neither due nor callable in less than 10 years."
"115","GS6M","2023-12-17","2023-12-17","Market Yield on U.S. Treasury Securities at 6-Month Constant Maturity, Quoted on an Investment Basis","1981-09-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-01 15:25:29-06",13,62,"Averages of business days. For further information regarding treasury constant maturity data, please refer to the H.15 Statistical Release notes (https://www.federalreserve.gov/releases/h15/default.htm) and the Treasury Yield Curve Methodology (https://home.treasury.gov/policy-issues/financing-the-government/interest-rate-statistics/treasury-yield-curve-methodology)."
"116","HQMCB6MT","2023-12-17","2023-12-17","6 -Month High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:06-06",13,13,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"117","FHA30","2023-12-17","2023-12-17","30-Year FHA Mortgage Rate: Secondary Market (DISCONTINUED)","1964-01-01","2000-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2006-06-07 15:42:36-05",12,12,NA
"118","CROASTIER0","2023-12-17","2023-12-17","AD&Co US Mortgage High Yield Index, Credit-and-Option-Adjusted Spread: Tier 0","2015-06-01","2023-11-01","Monthly","M","Index","Index","Not Seasonally Adjusted","NSA","2023-12-06 20:16:02-06",11,11,"The AD&Co US Mortgage High Yield Index crOAS, credit-and-option-adjusted spread, is an extension of the traditional OAS measure. On a set of 20 standardized, probabilistically weighted, market-and-model stress scenarios, AD&Co computes a discount rate that equates expected present value of tranche's cash flows to the observed market price; the cash flows are loss-adjusted using AD&Co's LoanDynamics Model (LDM).

Investors and fund managers can use the index to assess the broad market returns, risks and opportunities available through investing in a market-weighted, passive portfolio of US mortgage credit risk transfer instruments. The Index also provides a means of comparing the returns of an actively managed portfolio against a passive, naive market portfolio as approximated by the Index. The Mid-Tier and its sub-indices allow for approximations of performance comparisons by vintage or age, across the capital stack, and by initial credit risk level and/or vintage as indicated by original attachment point.

Until February of 2022, AD&Co has been computing crOAS relative to the Libor-swap rate curve that is set to retire in 2023. Following the prevailing market trend and starting from its February-end report, AD&Co began computing the crOAS metric relative to the Treasury-curve benchmark. Given the differences between the two rate curves, this change should account for approximately 6 to 12 bps widening in spread for the AD&Co CRT Indices.

<b>Disclaimer:</b> The AD&Co U.S. Mortgage High-Yield Index serves as an informational index and is not for commercial-use purposes. The Index's accuracy, completeness, timeliness and suitability for any purpose are not guaranteed. The Index does not constitute (1) investment, legal, accounting, tax, or other professional advice or (2) any recommendation or solicitation to purchase, hold, sell, or otherwise deal in any investment. This Index has been prepared for general informational purposes, without consideration of the circumstances or objectives of any particular investor. Any reliance on the Index is at the reader's sole risk. All investment is subject to numerous risks, known and unknown. Past performance is no guarantee of future results. For investment advice, seek a qualified investment professional. Not for redistribution without permission. Note: An affiliate of Andrew Davidson & Co., Inc. engages in trading activities in investments that may be the same or similar to those featured in the Index.

<b>Index Inclusion Rules</b>
Only cash CAS and STACR bonds offered to the public, whether they are exchangeable or not, that have or have had IDC prices.
Bond factor > = .25
Floating rate bonds only. 
Collateral Types 30 Year Residential. 
Fixed Rate: STACR-DN, DNA, HQ, HQA, HRP, CAS – C0
Tranche names – B, B1, B2, M3, M2, M1
Normally listed on GSE websites: <a href='https://crt.freddiemac.com/offerings/stacr.aspx#issuance-details'>Freddie Mac</a>, <a href='http://www.fanniemae.com/portal/funding-the-market/credit-risk/transactions.html'>Fannie Mae</a> 
No private placements
No Child Classes (Exchangeable into) or Retained Classes (H bonds)
No CIRT, ACIS, SPI
Original attachment points and CAS STACR 

 <table style='width:50%'><tr><th>Tier</th><th>Attachment Points</th><th>CAS STACR Class</th></tr><tr><td>0</td><td>> = 0.00 < .25</td><td>STACR Class B, B2; CAS Class B</td></tr><tr><td>1</td><td>> = 0.25 < .95</td><td>STACR Class B1, Old M3; CAS Class B1</td></tr><tr><td>2</td><td>> = 0.95 < 1.75</td><td>STACR Class M3, M2; CAS Class M2</td></tr><tr><td>3</td><td>> = 1.75 < 3.75</td><td>STACR Class M2, M1; CAS Class M1</td></tr><tr><td>Mid</td><td>> = 0.25 < 3.75</td><td>STACR Class Mixed; CAS Class Mixed</td></tr></table>

Input data provided by Intex and ICE Data Services.

© Andrew Davidson & Co., Inc. All rights reserved."
"119","MVPHGFD027MNFRBDAL","2023-12-17","2023-12-17","Market Value of Privately Held Gross Federal Debt","1942-01-01","2023-11-01","Monthly","M","Billions of Dollars","Bil. of $","Not Seasonally Adjusted","NSA","2023-12-13 14:34:03-06",11,11,"For many uses, market value more accurately represents the debt burden faced by the U.S. government than the par value. The par value of government debt, which is reported by the U.S. Treasury Department, reflects interest rates at the time the debt was issued while the market value is adjusted to reflect market interest rates as of the observed period. Federal Reserve Bank of Dallas researchers calculates the market value of U.S. government debt series. For further information visit http://www.dallasfed.org/research/econdata/govdebt.cfm."
"120","CRTINDEXTIER1","2023-12-17","2023-12-17","AD&Co US Mortgage High Yield Index: Tier 1","2015-06-01","2023-11-01","Monthly","M","Index Jun 2015=100","Index Jun 2015=100","Not Seasonally Adjusted","NSA","2023-12-06 20:16:02-06",11,11,"The AD&Co US Mortgage High Yield Index (USMHY) tracks the total return of the bonds issued within the CRT programs of Fannie Mae and Freddie Mac. USMHY is an informational, investment-oriented monthly index of the return components: price, coupon, paydown, and credit loss. Accompanied by standard risk metrics from our models, the index is useful for comparisons with individual CRT bonds or relative value to other credit markets.

Investors and fund managers can use the index to assess the broad market returns, risks and opportunities available through investing in a market-weighted, passive portfolio of US mortgage credit risk transfer instruments. The Index also provides a means of comparing the returns of an actively managed portfolio against a passive, naive market portfolio as approximated by the Index. The Mid-Tier and its sub-indices allow for approximations of performance comparisons by vintage or age, across the capital stack, and by initial credit risk level and/or vintage as indicated by original attachment point.

<b>Disclaimer:</b> The AD&Co U.S. Mortgage High-Yield Index serves as an informational index and is not for commercial-use purposes. The Index's accuracy, completeness, timeliness and suitability for any purpose are not guaranteed. The Index does not constitute (1) investment, legal, accounting, tax, or other professional advice or (2) any recommendation or solicitation to purchase, hold, sell, or otherwise deal in any investment. This Index has been prepared for general informational purposes, without consideration of the circumstances or objectives of any particular investor. Any reliance on the Index is at the reader's sole risk. All investment is subject to numerous risks, known and unknown. Past performance is no guarantee of future results. For investment advice, seek a qualified investment professional. Not for redistribution without permission. Note: An affiliate of Andrew Davidson & Co., Inc. engages in trading activities in investments that may be the same or similar to those featured in the Index.

<b>Index Inclusion Rules</b>
Only cash CAS and STACR bonds offered to the public, whether they are exchangeable or not, that have or have had IDC prices.
Bond factor > = .25
Floating rate bonds only. 
Collateral Types 30 Year Residential. 
Fixed Rate: STACR-DN, DNA, HQ, HQA, HRP, CAS – C0
Tranche names – B, B1, B2, M3, M2, M1
Normally listed on GSE websites: <a href='https://crt.freddiemac.com/offerings/stacr.aspx#issuance-details'>Freddie Mac</a>, <a href='http://www.fanniemae.com/portal/funding-the-market/credit-risk/transactions.html'>Fannie Mae</a> 
No private placements
No Child Classes (Exchangeable into) or Retained Classes (H bonds)
No CIRT, ACIS, SPI
Original attachment points and CAS STACR 

 <table style='width:50%'><tr><th>Tier</th><th>Attachment Points</th><th>CAS STACR Class</th></tr><tr><td>0</td><td>> = 0.00 < .25</td><td>STACR Class B, B2; CAS Class B</td></tr><tr><td>1</td><td>> = 0.25 < .95</td><td>STACR Class B1, Old M3; CAS Class B1</td></tr><tr><td>2</td><td>> = 0.95 < 1.75</td><td>STACR Class M3, M2; CAS Class M2</td></tr><tr><td>3</td><td>> = 1.75 < 3.75</td><td>STACR Class M2, M1; CAS Class M1</td></tr><tr><td>Mid</td><td>> = 0.25 < 3.75</td><td>STACR Class Mixed; CAS Class Mixed</td></tr></table>

Input data provided by Intex and ICE Data Services.

© Andrew Davidson & Co., Inc. All rights reserved."
"121","M13048USM156NNBR","2023-12-17","2023-12-17","Dividend Yield of Preferred Stock on the New York Stock Exchange for United States","1910-01-01","1964-04-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:16-05",11,11,"Data For August-November 1914 Was Straight Line Interpolated Since The Exchange Was Closed. Source: Standard And Poor'S, Trade And Securities Statistics: Security Price Index Record, 1964; Current Statistics, March 1964.

This NBER data series m13048 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13048"
"122","INTGSTUSM193N","2023-12-17","2023-12-17","Interest Rates, Government Securities, Treasury Bills for United States","1950-01-01","2021-08-01","Monthly","M","Percent per Annum","% per Annum","Not Seasonally Adjusted","NSA","2021-10-04 07:09:02-05",11,10,"Notes regarding this series can be found in International Financial Statistics Yearbooks produced by the International Monetary Fund (IMF). We have requested these publications from the IMF. Notes on this series will populate once they become available.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
"123","CPFFM","2023-12-17","2023-12-17","3-Month Commercial Paper Minus Federal Funds Rate","1997-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-01 16:01:38-06",10,44,"Series is calculated as the spread between 3-Month AA Financial Commercial Paper (RIFSPPFAAD90NBM) and Effective Federal Funds Rate (https://fred.stlouisfed.org/series/EFFRM).
Starting with the update on June 21, 2019, the Treasury bond data used in calculating interest rate spreads is obtained directly from the U.S. Treasury Department (https://www.treasury.gov/resource-center/data-chart-center/interest-rates/Pages/TextView.aspx?data=yield)."
"124","TY36MCD","2023-12-17","2023-12-17","Treasury Yield: 36-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:09-06",10,10,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"125","M13021USM156NNBR","2023-12-17","2023-12-17","Index of Yields of High Grade Corporate and Municipal Bonds for United States","1900-01-01","1967-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:03-05",10,10,"Source: Standard And Poor'S Corporation, Data For 1900-1928: Standard Statistics Co., Base Book; Standard Statistical Bulletin, January 1932, P. 125. Data For 1929-1967: Computed By NBER By Taking A Simple Average Of Four Series, All Based On Standard And Poor'S Data -- Series 13023 (Municipal Bonds); Series 13024 (Railroad Bonds); Series 13025 (Public Utilities); Series 13026 (Industrial Bonds).

This NBER data series m13021 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13021"
"126","BA3M","2023-12-17","2023-12-17","3-Month Bankers Acceptance Rate (DISCONTINUED)","1941-01-01","2000-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2006-06-07 15:42:44-05",10,11,"Averages of business days, discount basis."
"127","EXPINF15YR","2023-12-17","2023-12-17","15-Year Expected Inflation","1982-01-01","2023-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-13 15:18:09-06",10,10,"The Federal Reserve Bank of Cleveland estimates the expected rate of inflation over the next 30 years along with the inflation risk premium, the real risk premium, and the real interest rate.

Their estimates are calculated with a model that uses Treasury yields, inflation data, inflation swaps, and survey-based measures of inflation expectations.

For more information, please visit the <a href=""https://www.clevelandfed.org/indicators-and-data/inflation-expectations#background"">Federal Reserve Bank of Cleveland<a/>."
"128","M13058USM156NNBR","2023-12-17","2023-12-17","Yields on Twenty Year United States Government Bonds for United States","1942-01-01","1962-06-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:16:27-05",10,10,"Source: Morgan Guaranty Trust Company

This NBER data series m13058 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13058"
"129","NDR3MCD","2023-12-17","2023-12-17","National Deposit Rates: 3-Month CD","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:09-06",9,9,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"130","STY","2023-12-17","2023-12-17","Treasury Yield: Savings","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:08-06",9,9,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"131","HQMCB8YR","2023-12-17","2023-12-17","8-Year High Quality Market (HQM) Corporate Bond Spot Rate","1984-01-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-12-10 14:30:06-06",9,9,"The spot rate for any maturity is defined as the yield on a bond that gives a single payment at that maturity. This is called a zero coupon bond. Because high quality zero coupon bonds are not generally available, the HQM methodology computes the spot rates so as to make them consistent with the yields on other high quality bonds. The HQM yield curve uses data from a set of high quality corporate bonds rated AAA, AA, or A that accurately represent the high quality corporate bond market. 

The HQM methodology projects yields beyond 30 years maturity out to 100 years maturity to get discount rates for long-dated pension liabilities. 

 For more information see https://www.treasury.gov/resource-center/economic-policy/corp-bond-yield/Pages/Corp-Yield-Bond-Curve-Papers.aspx"
"132","CPIEBEV","2023-12-17","2023-12-17","Research Consumer Price Index: Food and Beverages","1982-12-01","2023-11-01","Monthly","M","Index 1982=100","Index 1982=100","Seasonally Adjusted","SA","2023-12-12 15:31:02-06",8,8,"The BLS calculates a research price index called the Consumer Price Index for Americans 62 years of age and older, or R-CPI-E. The R-CPI-E is used by those interested in measures of price change specifically based on the spending patterns of the elderly (as defined in the construction of this index). Official uses of the R-CPI-E have been considered by other government agencies but not implemented due to several limitations. These limitations must be considered and understood by potential users of the data, and any conclusions drawn from these analyses should be treated as tentative.

See the Bureau of Labor Statistics (BLS) (https://www.bls.gov/cpi/research-series/r-cpi-e-home.htm) from more information."
"133","M1346AUSM156NNBR","2023-12-17","2023-12-17","Dividend Yield of Common Stocks on the New York Stock Exchange for United States","1871-01-01","1938-12-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:17:17-05",8,8,"Series 13046 Is Presented Here As Two Variables--(1)--Original Data, 1871-1938 (2)--Original Data, 1926-1969. The Rates Represent Expected Annual Dividend Payments Divided By Total Stock Vallues For Each Month. The Stock Exchange Was Closed August-November Of 1914, Therefore Data Was Interpolated. Source: Alfred Cowles Iii And Associates, Commonstock Indexes, Second Edition, 1939.

This NBER data series m13046a appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13046a"
"134","MMNRC","2023-12-17","2023-12-17","National Rate Cap: Money Market","2021-04-01","2023-11-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2023-11-20 13:01:09-06",8,8,"On December 15, 2020, the FDIC Board of Directors approved a Final Rule (https://www.fdic.gov/news/board/2020/2020-12-15-notice-dis-a-fr.pdf) making certain revisions to the interest rate restrictions applicable to less than well capitalized institutions (as defined in Section 38 of the Federal Deposit Insurance Act), which are effective on April 1, 2021. The interest rate restrictions generally limit a less than well capitalized institution from soliciting deposits by offering rates that significantly exceed rates in its prevailing market.

The Final Rule redefined the ""national rate"" as the average of rates paid by all insured depository institutions and credit unions for which data is available, with rates weighted by each institution's share of domestic deposits. The ""national rate cap"" is calculated as the higher of: (1) the national rate plus 75 basis points; or (2) 120 percent of the current yield on similar maturity U.S. Treasury obligations plus 75 basis points. The national rate cap for non-maturity deposits is the higher of the national rate plus 75 basis points or the federal funds rate plus 75 basis points.

A less than well capitalized institution may use the ""local rate cap"" in place of the national rate cap for deposits gathered from within the institution's local market area. The Final Rule redefined the ""local rate cap"" for a particular deposit product as 90 percent of the highest rate offered on the deposit product by an institution or credit union accepting deposits at a physical location within the institution's local market area.

In accordance with Section 337.7(d), an insured depository institution that seeks to pay a rate of interest up to its local market rate cap shall provide notice and evidence of the highest rate paid on a particular deposit product in the institution's local market areas to the appropriate FDIC regional director. The institution shall update its evidence and calculations for existing and new accounts monthly unless otherwise instructed by the appropriate FDIC regional director, and retain such information available for at least the two most recent examination cycles and, upon the FDIC's request, provide the documentation to the appropriate FDIC regional office and to examination staff during any subsequent examinations."
"135","M13023USM156NNBR","2023-12-17","2023-12-17","Index of Yields of High Grade Municipal Bonds for United States","1900-01-01","1967-04-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:18:58-05",8,8,"An Arithmetic Average Of The Yield To Maturity On Each Issue Is Based On The Mean Of Monthly High And Low Prices. Beginning January 3, 1929, The Average Yield Is Computed From Thursday'S Closing Prices, The Monthly Index Consisting Of An Average Of The Four Or Five Weekly Indexes For The Month. Beginning April 30, 1930, Wednesday'S Closing Prices Are Used And The Average For The Month Is Taken As Before. Source: Standard And Poor'S Corporation, Data For 1900-1940: ""Long Term Security Price Index Record (Through December 31, 1940)"", Pp. 137-138. Data For 1941-1942: ""Security Price Index Record: 1941 & 1942"", P. 16. Data For 1943-1951: ""Security Price Index Record"", 1952 Edition, P. 175 (Also See 1957 Edition And 1959 Supplement To 1957 Edition). Data For 1952-1967: Current Statistics, July 1952, And Following Monthly Issues.

This NBER data series m13023 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13023"
"136","M13043USM156NNBR","2023-12-17","2023-12-17","Yields on Municipal Bonds, Highest Rating for United States","1937-01-01","1966-01-01","Monthly","M","Percent","%","Not Seasonally Adjusted","NSA","2012-08-20 08:16:41-05",8,8,"Data Refer To Aaa Grade Bonds. Data Through 1962 Include: Hartford, Connecticut -- 18 Year 3.5% Bonds; Indianapolis, Indiana -- 25 Year 3.625% Bonds; Maryland -- 14 Year 3% Bonds; Milwaukee, Wisconsin -- 20 Year 3% Bonds; New York State -- 25 Year 3% Bonds (See Moody'S, July 16, 1962). Source: Moody'S Municipal And Investment Manual, 1961; Successives Issues Of Moody'S Bond Survey Thereafter.

This NBER data series m13043 appears on the NBER website in Chapter 13 at http://www.nber.org/databases/macrohistory/contents/chapter13.html.

NBER Indicator: m13043"
